Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2010
Data downloaded on 1-June-2023
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Washington County,Georgia,13303,17.1,9.2,26.7
Webster County,Georgia,13307,17.1,9.6,26.7
Hardin County,Illinois,17069,17.1,9.1,26.8
Pope County,Illinois,17151,17.1,9.7,26.7
Monona County,Iowa,19133,17.1,9.3,27.4
Stevens County,Kansas,20189,17.1,9.1,26.2
Wichita County,Kansas,20203,17.1,9.7,27.6
Baraga County,Michigan,26013,17.1,9.8,26.8
Iron County,Michigan,26071,17.1,9.7,26.5
Pipestone County,Minnesota,27117,17.1,10.3,26.6
Rock County,Minnesota,27133,17.1,9.5,27
Traverse County,Minnesota,27155,17.1,9.2,27.6
Grundy County,Missouri,29079,17.1,9.9,26.3
Daniels County,Montana,30019,17.1,9.9,27.3
Clay County,North Carolina,37043,17.1,9.9,27.2
Billings County,North Dakota,38007,17.1,9.1,26.4
Kidder County,North Dakota,38043,17.1,9.8,27.3
Slope County,North Dakota,38087,17.1,9.4,26.7
Okfuskee County,Oklahoma,40107,17.1,9.6,26.6
Clay County,Tennessee,47027,17.1,9.8,27.3
Cottle County,Texas,48101,17.1,9.5,26.9
Crane County,Texas,48103,17.1,9.7,26
Dallam County,Texas,48111,17.1,9.9,26.9
Duval County,Texas,48131,17.1,9.5,27.8
Glasscock County,Texas,48173,17.1,9.8,27.2
Loving County,Texas,48301,17.1,9.6,26.8
Mcculloch County,Texas,48307,17.1,9.4,27.1
Real County,Texas,48385,17.1,9.6,26.3
Wilbarger County,Texas,48487,17.1,9.9,27
Kane County,Utah,49025,17.1,10.3,26.4
Millard County,Utah,49027,17.1,9.8,26.1
Craig County,Virginia,51045,17.1,9.5,26.2
Highland County,Virginia,51091,17.1,9.7,27.6
Falls Church City,Virginia,51610,17.1,9.3,27
Hinsdale County,Colorado,08053,17.2,9.3,27.4
Baker County,Georgia,13007,17.2,9.7,27.3
Jeff Davis County,Georgia,13161,17.2,9.6,27.3
Wilkinson County,Georgia,13319,17.2,9.9,26.3
Edwards County,Illinois,17047,17.2,9.7,28.2
Johnson County,Illinois,17087,17.2,9.7,26.8
Menard County,Illinois,17129,17.2,9.7,27.2
Schuyler County,Illinois,17169,17.2,9.7,27.6
Davis County,Iowa,19051,17.2,10,27.5
Lyon County,Iowa,19119,17.2,10,26.7
Ringgold County,Iowa,19159,17.2,9.4,27.8
Kiowa County,Kansas,20097,17.2,9.5,27.3
Wallace County,Kansas,20199,17.2,9.7,27.8
Lake Of The Woods County,Minnesota,27077,17.2,9.6,26.2
Swift County,Minnesota,27151,17.2,9.5,27.3
Gosper County,Nebraska,31073,17.2,9.9,26.3
Hidalgo County,New Mexico,35023,17.2,9.7,28.4
Alfalfa County,Oklahoma,40003,17.2,9.8,27.3
Moore County,Tennessee,47127,17.2,9.7,27.2
Bailey County,Texas,48017,17.2,8.6,27.8
Briscoe County,Texas,48045,17.2,8.8,27
Culberson County,Texas,48109,17.2,9.8,28.5
Foard County,Texas,48155,17.2,9.7,27
Jack County,Texas,48237,17.2,9.2,27.7
Lampasas County,Texas,48281,17.2,9.6,27
Live Oak County,Texas,48297,17.2,9.8,26.5
Mitchell County,Texas,48335,17.2,9.8,26.6
Palo Pinto County,Texas,48363,17.2,9.6,27
Parmer County,Texas,48369,17.2,9.3,28.4
Sterling County,Texas,48431,17.2,9.4,27.1
Stonewall County,Texas,48433,17.2,9.9,25.8
Terrell County,Texas,48443,17.2,9.5,26.8
Ward County,Texas,48475,17.2,9.9,25.7
Beaver County,Utah,49001,17.2,10.1,26.2
Buena Vista City,Virginia,51530,17.2,9.9,27
Coosa County,Alabama,01037,17.3,10.3,26.5
Modoc County,California,06049,17.3,9.5,27.1
Cheyenne County,Colorado,08017,17.3,10.1,27
San Juan County,Colorado,08111,17.3,10.3,26.4
Schley County,Georgia,13249,17.3,9.8,26.7
Screven County,Georgia,13251,17.3,10.8,25.4
Teton County,Idaho,16081,17.3,9.5,27.5
Brown County,Illinois,17009,17.3,9.5,27.1
Clay County,Illinois,17025,17.3,8.7,28.2
Henderson County,Illinois,17071,17.3,9.3,27.7
Putnam County,Illinois,17155,17.3,9.2,26.6
Pike County,Indiana,18125,17.3,9.7,28
Cherokee County,Iowa,19035,17.3,9.4,27.4
Lucas County,Iowa,19117,17.3,10.3,26.9
Morton County,Kansas,20129,17.3,9.9,27.3
Norton County,Kansas,20137,17.3,9.3,27.6
Pawnee County,Kansas,20145,17.3,9.4,26.7
Stanton County,Kansas,20187,17.3,9.4,28.1
Washington County,Kansas,20201,17.3,10,26.1
East Carroll Parish,Louisiana,22035,17.3,9.4,28
Tensas Parish,Louisiana,22107,17.3,9.6,27.5
Lac Qui Parle County,Minnesota,27073,17.3,9.7,27.8
Marshall County,Minnesota,27089,17.3,9.9,28.4
Judith Basin County,Montana,30045,17.3,9.6,26.2
Sweet Grass County,Montana,30097,17.3,9.7,27
Arthur County,Nebraska,31005,17.3,9.5,25.9
Golden Valley County,North Dakota,38033,17.3,10.4,26.1
Oliver County,North Dakota,38065,17.3,10.2,27.6
Renville County,North Dakota,38075,17.3,10.5,27.2
Sherman County,Oregon,41055,17.3,10.1,26.8
Pickett County,Tennessee,47137,17.3,9.9,26.7
Borden County,Texas,48033,17.3,9.2,26.9
Cochran County,Texas,48079,17.3,9.7,27.5
Crockett County,Texas,48105,17.3,9,29.1
Crosby County,Texas,48107,17.3,9.9,25.7
Donley County,Texas,48129,17.3,10.1,26.9
Edwards County,Texas,48137,17.3,10,26.9
Goliad County,Texas,48175,17.3,8.9,27.8
King County,Texas,48269,17.3,10.2,26.9
Menard County,Texas,48327,17.3,9.7,27
San Augustine County,Texas,48405,17.3,9.8,26.2
San Saba County,Texas,48411,17.3,9.4,27.1
Somervell County,Texas,48425,17.3,9.4,27.5
Sutton County,Texas,48435,17.3,9.5,27.3
Terry County,Texas,48445,17.3,9.6,27.4
Zavala County,Texas,48507,17.3,9.6,28.2
Bath County,Virginia,51017,17.3,9.6,28
Bland County,Virginia,51021,17.3,9.9,26.7
Greene County,Virginia,51079,17.3,9.4,27.3
Rappahannock County,Virginia,51157,17.3,9.5,27.3
Manassas Park City,Virginia,51685,17.3,9.7,27.6
Martinsville City,Virginia,51690,17.3,9.9,25.7
Poquoson City,Virginia,51735,17.3,9.6,26.3
Dallas County,Arkansas,05039,17.4,10.4,27.2
Lafayette County,Arkansas,05073,17.4,10.2,27.7
Nevada County,California,06057,17.4,12.5,22.7
Kiowa County,Colorado,08061,17.4,9.5,27.8
Mineral County,Colorado,08079,17.4,9.4,29.2
Rio Grande County,Colorado,08105,17.4,9.7,28.5
Echols County,Georgia,13101,17.4,10.1,27.6
Long County,Georgia,13183,17.4,9.8,28.5
Pike County,Georgia,13231,17.4,9.1,26.8
Wheeler County,Georgia,13309,17.4,9.6,27.1
Perry County,Illinois,17145,17.4,10.4,26.8
Stark County,Illinois,17175,17.4,9.8,27
Ida County,Iowa,19093,17.4,9.7,26.8
Clark County,Kansas,20025,17.4,9.5,27.3
Comanche County,Kansas,20033,17.4,9.8,27.3
Clark County,Kentucky,21049,17.4,10.8,26.8
Hancock County,Kentucky,21091,17.4,9.9,26.9
Montgomery County,Maryland,24031,17.4,15.7,19.5
Barnstable County,Massachusetts,25001,17.4,14,21
Luce County,Michigan,26095,17.4,9.9,27.7
Montmorency County,Michigan,26119,17.4,9.6,27.6
Cook County,Minnesota,27031,17.4,9.9,26.7
Chariton County,Missouri,29041,17.4,9.4,27.8
Howard County,Missouri,29089,17.4,10.2,27.6
Guadalupe County,New Mexico,35019,17.4,9.7,27.6
Ellis County,Oklahoma,40045,17.4,9.3,27.2
Love County,Oklahoma,40085,17.4,9.8,28.2
Faulk County,South Dakota,46049,17.4,9.8,26.6
Jerauld County,South Dakota,46073,17.4,10.6,26.2
Andrews County,Texas,48003,17.4,9.1,28.1
Baylor County,Texas,48023,17.4,9.5,28
Collingsworth County,Texas,48087,17.4,9.6,27
Dimmit County,Texas,48127,17.4,10,27.3
Fayette County,Texas,48149,17.4,10.2,26.5
Fisher County,Texas,48151,17.4,9.6,27.6
Hartley County,Texas,48205,17.4,9.8,26.8
Hudspeth County,Texas,48229,17.4,9.9,28.1
Kenedy County,Texas,48261,17.4,9.7,27.2
Knox County,Texas,48275,17.4,9.3,26.4
Mcmullen County,Texas,48311,17.4,9.3,28.9
Reagan County,Texas,48383,17.4,9.6,27.1
Refugio County,Texas,48391,17.4,9.4,27.2
Runnels County,Texas,48399,17.4,10,26.9
Scurry County,Texas,48415,17.4,9.5,26.3
Morgan County,Utah,49029,17.4,10.2,27
Charles City County,Virginia,51036,17.4,10,27
Covington City,Virginia,51580,17.4,10.1,26.6
Galax City,Virginia,51640,17.4,9.2,28.6
Lexington City,Virginia,51678,17.4,9.7,27.5
Bradley County,Arkansas,05011,17.5,9.1,26.6
Sierra County,California,06091,17.5,9.8,27.9
Conejos County,Colorado,08021,17.5,9.7,27
Costilla County,Colorado,08023,17.5,9.1,28.3
Custer County,Colorado,08027,17.5,9.6,26.6
Sedgwick County,Colorado,08115,17.5,9.9,27.3
Atkinson County,Georgia,13003,17.5,10,27.8
Bacon County,Georgia,13005,17.5,10,28.2
Bleckley County,Georgia,13023,17.5,10.2,27.1
Evans County,Georgia,13109,17.5,10.1,28.4
Glascock County,Georgia,13125,17.5,9.3,28
Quitman County,Georgia,13239,17.5,9.9,27.9
Wilkes County,Georgia,13317,17.5,9.3,27.8
Pulaski County,Illinois,17153,17.5,10.1,27.1
Howard County,Iowa,19089,17.5,10,27.4
Mills County,Iowa,19129,17.5,10.6,26
Lane County,Kansas,20101,17.5,9.8,27.6
Gallatin County,Kentucky,21077,17.5,9.7,28.5
Owen County,Kentucky,21187,17.5,11,26.6
Cameron Parish,Louisiana,22023,17.5,9.9,26.9
Manistee County,Michigan,26101,17.5,11.2,25.8
Ontonagon County,Michigan,26131,17.5,9.7,28
Jackson County,Minnesota,27063,17.5,9.5,27.4
Lincoln County,Minnesota,27081,17.5,10.7,26.7
Norman County,Minnesota,27107,17.5,9.8,27.6
Stevens County,Minnesota,27149,17.5,9.9,27.1
Atchison County,Missouri,29005,17.5,9.2,27.6
Ralls County,Missouri,29173,17.5,10.3,27.9
Reynolds County,Missouri,29179,17.5,9.6,28.1
Treasure County,Montana,30103,17.5,8.8,26.6
Wibaux County,Montana,30109,17.5,10.2,27
Grant County,Nebraska,31075,17.5,10.2,27.5
Kimball County,Nebraska,31105,17.5,11.2,26.5
Logan County,Nebraska,31113,17.5,9.9,27
Eureka County,Nevada,32011,17.5,10,28.5
Tompkins County,New York,36109,17.5,12.2,24.5
Graham County,North Carolina,37075,17.5,10.6,27.5
Foster County,North Dakota,38031,17.5,10.1,26.3
Nelson County,North Dakota,38063,17.5,10.6,26.7
Lake County,Oregon,41037,17.5,9.7,26.7
Decatur County,Tennessee,47039,17.5,10.5,26.6
Trousdale County,Tennessee,47169,17.5,9.4,26.9
Van Buren County,Tennessee,47175,17.5,9.8,27.7
Camp County,Texas,48063,17.5,9.7,29.2
Childress County,Texas,48075,17.5,10.2,27
Eastland County,Texas,48133,17.5,10.3,27.5
Floyd County,Texas,48153,17.5,9.4,27.8
Freestone County,Texas,48161,17.5,9.9,25.4
Garza County,Texas,48169,17.5,9,29.2
Hall County,Texas,48191,17.5,9.1,30.6
Medina County,Texas,48325,17.5,10.1,28
Motley County,Texas,48345,17.5,9.5,28.2
Roberts County,Texas,48393,17.5,9.7,27.3
San Jacinto County,Texas,48407,17.5,9.9,28
Schleicher County,Texas,48413,17.5,10.1,27.4
Sherman County,Texas,48421,17.5,9.8,28.5
Stephens County,Texas,48429,17.5,9.7,26.7
Upton County,Texas,48461,17.5,10,26.7
Zapata County,Texas,48505,17.5,10,27.2
Mathews County,Virginia,51115,17.5,10,27.5
Fredericksburg City,Virginia,51630,17.5,9.8,27.2
Cleveland County,Arkansas,05025,17.6,10.3,26.4
Alpine County,California,06003,17.6,9.9,27.5
Lincoln County,Colorado,08073,17.6,9.9,26.9
Monroe County,Florida,12087,17.6,14.8,21
Chattahoochee County,Georgia,13053,17.6,10.4,26.1
Early County,Georgia,13099,17.6,10.3,28
Miller County,Georgia,13201,17.6,10.1,27.8
Seminole County,Georgia,13253,17.6,10.9,26.7
Union County,Georgia,13291,17.6,11.5,26.1
Wilcox County,Georgia,13315,17.6,11,25.9
Clark County,Idaho,16033,17.6,9.6,27.5
Alexander County,Illinois,17003,17.6,9.6,28.4
Gallatin County,Illinois,17059,17.6,9.5,27.7
Greene County,Iowa,19073,17.6,9.6,27.8
Mitchell County,Iowa,19131,17.6,10.6,28
Monroe County,Iowa,19135,17.6,10,26.6
Pocahontas County,Iowa,19151,17.6,10.1,27.6
Sac County,Iowa,19161,17.6,9.9,27.8
Worth County,Iowa,19195,17.6,10,27.8
Chautauqua County,Kansas,20019,17.6,10,27.3
Jewell County,Kansas,20089,17.6,10.2,26.8
Sheridan County,Kansas,20179,17.6,10.1,27
Woodson County,Kansas,20207,17.6,10.1,28.7
Nicholas County,Kentucky,21181,17.6,9.8,27.1
Caldwell Parish,Louisiana,22021,17.6,9.7,26.8
Mercer County,Missouri,29129,17.6,10.1,28.5
St. Clair County,Missouri,29185,17.6,9.9,27.8
Musselshell County,Montana,30065,17.6,9.8,29.1
Petroleum County,Montana,30069,17.6,9.4,26.8
Wheeler County,Nebraska,31183,17.6,10.2,27.6
Mora County,New Mexico,35033,17.6,10.1,27.7
Hamilton County,New York,36041,17.6,9.8,27.8
Adams County,North Dakota,38001,17.6,9.7,27.4
Logan County,North Dakota,38047,17.6,10.2,27.1
Geauga County,Ohio,39055,17.6,12.1,24.4
Beaver County,Oklahoma,40007,17.6,9.6,27.1
Harper County,Oklahoma,40059,17.6,10,27.3
Grant County,Oregon,41023,17.6,10.3,27.4
Cameron County,Pennsylvania,42023,17.6,8.9,28.8
Marshall County,South Dakota,46091,17.6,10.4,27.3
Hancock County,Tennessee,47067,17.6,9.9,26.7
Armstrong County,Texas,48011,17.6,9.7,26.6
Brewster County,Texas,48043,17.6,10.1,28.1
Concho County,Texas,48095,17.6,9.2,27.8
Hansford County,Texas,48195,17.6,10,28.3
Haskell County,Texas,48207,17.6,9.8,27.7
Jeff Davis County,Texas,48243,17.6,9.1,27.4
La Salle County,Texas,48283,17.6,9.7,27.6
Lipscomb County,Texas,48295,17.6,10.2,26.6
Martin County,Texas,48317,17.6,8.8,27.1
Oldham County,Texas,48359,17.6,9.4,28.6
Uvalde County,Texas,48463,17.6,9.5,28.3
Yoakum County,Texas,48501,17.6,10.2,28.1
Piute County,Utah,49031,17.6,10.1,28.4
Rich County,Utah,49033,17.6,9.9,26.7
Lancaster County,Virginia,51103,17.6,9.7,26.6
Harrisonburg City,Virginia,51660,17.6,10.1,27.5
Norton City,Virginia,51720,17.6,9.7,27.1
Searcy County,Arkansas,05129,17.7,10.4,27.1
Baca County,Colorado,08009,17.7,10.4,28.1
Lake County,Colorado,08065,17.7,10.5,27.7
Lincoln County,Georgia,13181,17.7,9.7,27.9
Mcintosh County,Georgia,13191,17.7,10.4,27.8
Stewart County,Georgia,13259,17.7,10.3,29.2
Talbot County,Georgia,13263,17.7,9.9,28.2
Greene County,Illinois,17061,17.7,10,27.5
Fremont County,Iowa,19071,17.7,10.3,27.7
Grundy County,Iowa,19075,17.7,10.8,27
Osceola County,Iowa,19143,17.7,9.7,27.7
Greeley County,Kansas,20071,17.7,9.7,26.6
Hamilton County,Kansas,20075,17.7,9.5,27.5
Rooks County,Kansas,20163,17.7,10.6,26.8
Dade County,Missouri,29057,17.7,9.8,26.9
Holt County,Missouri,29087,17.7,10,28.7
Maries County,Missouri,29125,17.7,10.4,27
Deuel County,Nebraska,31049,17.7,10.7,26.4
Grant County,Oklahoma,40053,17.7,10.6,26.9
Forest County,Pennsylvania,42053,17.7,9.9,27.5
Deaf Smith County,Texas,48117,17.7,9.8,26.7
Matagorda County,Texas,48321,17.7,10.6,27.6
Reeves County,Texas,48389,17.7,9.9,26.7
Shackelford County,Texas,48417,17.7,9.6,26.9
Waller County,Texas,48473,17.7,10.2,27.3
Bedford City,Virginia,51515,17.7,10.1,26.9
Aleutians East Borough,Alaska,02013,17.8,10.5,26.4
Gilpin County,Colorado,08047,17.8,10.3,26.8
Huerfano County,Colorado,08055,17.8,9.6,26.9
Jackson County,Colorado,08057,17.8,10.4,28
Calhoun County,Georgia,13037,17.8,10.3,28.2
Taliaferro County,Georgia,13265,17.8,9.4,29.4
Kalawao County,Hawaii,15005,17.8,10,27.5
Caribou County,Idaho,16029,17.8,10.8,27.3
Cass County,Illinois,17017,17.8,10,28.7
Clark County,Illinois,17023,17.8,10.4,26.7
Benton County,Indiana,18007,17.8,9.9,30.5
Harper County,Kansas,20077,17.8,10.3,27.8
Rawlins County,Kansas,20153,17.8,10,28.1
Trego County,Kansas,20195,17.8,10,28.6
St. Helena Parish,Louisiana,22091,17.8,9.5,28.3
Alcona County,Michigan,26001,17.8,10,28.1
Alger County,Michigan,26003,17.8,9.8,28.2
Hubbard County,Minnesota,27057,17.8,12,24.6
Kittson County,Minnesota,27069,17.8,9.9,28.4
Yellow Medicine County,Minnesota,27173,17.8,9.5,26.9
Worth County,Missouri,29227,17.8,10.2,29
Granite County,Montana,30039,17.8,10.7,27.7
Liberty County,Montana,30051,17.8,9.8,27.9
Park County,Montana,30067,17.8,13.2,23
Union County,New Mexico,35059,17.8,10.1,28.4
Stanly County,North Carolina,37167,17.8,11.2,25.9
Hettinger County,North Dakota,38041,17.8,10.6,26.6
Tillman County,Oklahoma,40141,17.8,9.9,28.6
Woods County,Oklahoma,40151,17.8,10.7,28
Lake County,Tennessee,47095,17.8,10.5,27.8
Atascosa County,Texas,48013,17.8,10.6,27.3
Coke County,Texas,48081,17.8,9.6,29
Falls County,Texas,48145,17.8,10,28.1
Gillespie County,Texas,48171,17.8,11,26.7
Hamilton County,Texas,48193,17.8,10.1,28.2
Cumberland County,Virginia,51049,17.8,9.9,28.2
Salem City,Virginia,51775,17.8,10.6,28.5
Denali Borough,Alaska,02068,17.9,11,27.3
Yakutat City and Borough,Alaska,02282,17.9,9.6,28.4
Prairie County,Arkansas,05117,17.9,10.8,27.1
Phillips County,Colorado,08095,17.9,9.6,28.5
Saguache County,Colorado,08109,17.9,10.1,28.2
Fairfield County,Connecticut,09001,17.9,16.5,19.4
Pierce County,Georgia,13229,17.9,10.3,27.6
Butte County,Idaho,16023,17.9,10.4,28.3
Camas County,Idaho,16025,17.9,10,29.1
Carroll County,Illinois,17015,17.9,10.8,27.2
Lee County,Illinois,17103,17.9,10.3,27.5
Moultrie County,Illinois,17139,17.9,10.4,27.6
Adair County,Iowa,19001,17.9,10.4,27.7
Hancock County,Iowa,19081,17.9,10.8,27.6
Winnebago County,Iowa,19189,17.9,10.2,26.6
Anderson County,Kansas,20003,17.9,10.5,27.8
Chase County,Kansas,20017,17.9,9.9,28.2
Rush County,Kansas,20165,17.9,10.4,26.7
Carroll County,Kentucky,21041,17.9,9.7,29.6
Barton County,Missouri,29011,17.9,10.2,27.8
Fallon County,Montana,30025,17.9,9.7,27.5
Golden Valley County,Montana,30037,17.9,10.1,27.6
Powder River County,Montana,30075,17.9,10.4,27
Lincoln County,New Mexico,35027,17.9,12.8,23.7
Harney County,Oregon,41025,17.9,10.2,28.4
Fulton County,Pennsylvania,42057,17.9,10.9,26.5
Potter County,South Dakota,46107,17.9,10.1,27.6
Howard County,Texas,48227,17.9,10.3,27.8
